user_id,feature_enabled,experiment_selected_date,event_date,games_played,revenue,feature_enabled_during_use,After_Treatment,Diff_Days
1539,0,1/17/18,1/17/18,3,0,0,1,0
1539,0,1/17/18,1/18/18,40,0,0,1,1
1539,0,1/17/18,1/19/18,9,0,0,1,2
1539,0,1/17/18,1/20/18,23,0,0,1,3
1539,0,1/17/18,1/21/18,18,0,0,1,4
1539,0,1/17/18,1/22/18,6,0,0,1,5
1539,0,1/17/18,1/23/18,0,0,0,1,6
1539,0,1/17/18,1/24/18,0,0,0,1,7
1549,0,1/23/18,1/23/18,5,0,0,1,0
1550,0,1/18/18,1/16/18,4,0,1,0,-2
1550,0,1/18/18,1/18/18,6,0,0,1,0
1550,0,1/18/18,1/19/18,7,0,0,1,1
1550,0,1/18/18,1/20/18,10,0,0,1,2
1550,0,1/18/18,1/22/18,2,0,0,1,4
1550,0,1/18/18,1/23/18,3,0,0,1,5
1556,1,1/17/18,1/15/18,28,0,1,0,-2
1556,1,1/17/18,1/16/18,33,0,1,0,-1
1556,1,1/17/18,1/17/18,30,0,2,1,0
1556,1,1/17/18,1/18/18,25,0,2,1,1
1556,1,1/17/18,1/19/18,25,0,2,1,2
1556,1,1/17/18,1/20/18,23,0,2,1,3
1556,1,1/17/18,1/21/18,17,0,2,1,4
1556,1,1/17/18,1/22/18,21,0,2,1,5
1556,1,1/17/18,1/23/18,33,0,2,1,6
1556,1,1/17/18,1/24/18,19,0,2,1,7
1566,0,1/17/18,1/15/18,0,0,1,0,-2
1566,0,1/17/18,1/16/18,13,0,1,0,-1
1566,0,1/17/18,1/17/18,2,0,0,1,0
1566,0,1/17/18,1/20/18,10,0,0,1,3
1566,0,1/17/18,1/21/18,5,0,0,1,4
1566,0,1/17/18,1/22/18,12,0,0,1,5
1566,0,1/17/18,1/23/18,7,0,0,1,6
1566,0,1/17/18,1/24/18,0,0,0,1,7
1574,1,1/23/18,1/23/18,0,0,2,1,0
1574,1,1/23/18,1/24/18,0,0,2,1,1
1576,0,1/19/18,1/19/18,5,0,0,1,0
1576,0,1/19/18,1/20/18,6,0,0,1,1
1576,0,1/19/18,1/21/18,10,0,0,1,2
1576,0,1/19/18,1/24/18,4,0,0,1,5
1580,0,1/17/18,1/15/18,16,0,1,0,-2
1580,0,1/17/18,1/16/18,16,0,1,0,-1
1580,0,1/17/18,1/17/18,14,0,0,1,0
1580,0,1/17/18,1/18/18,13,0,0,1,1
1580,0,1/17/18,1/19/18,12,0,0,1,2
1580,0,1/17/18,1/20/18,29,0,0,1,3
1580,0,1/17/18,1/21/18,23,0,0,1,4
1580,0,1/17/18,1/22/18,31,0,0,1,5
1580,0,1/17/18,1/23/18,26,0,0,1,6
1580,0,1/17/18,1/24/18,15,0,0,1,7
1590,0,1/21/18,1/21/18,2,0,0,1,0
1590,0,1/21/18,1/22/18,3,0,0,1,1
1590,0,1/21/18,1/24/18,0,0,0,1,3
1593,0,1/20/18,1/20/18,5,0,0,1,0
1594,0,1/18/18,1/16/18,1,0,1,0,-2
1594,0,1/18/18,1/17/18,4,0,1,0,-1
1594,0,1/18/18,1/18/18,2,0,0,1,0
1594,0,1/18/18,1/19/18,0,0,0,1,1
1594,0,1/18/18,1/20/18,22,0,0,1,2
1594,0,1/18/18,1/21/18,3,0,0,1,3
1594,0,1/18/18,1/23/18,2,0,0,1,5
1601,1,1/17/18,1/15/18,17,0,1,0,-2
1601,1,1/17/18,1/16/18,10,0,1,0,-1
1601,1,1/17/18,1/17/18,10,0,2,1,0
1601,1,1/17/18,1/18/18,24,0,2,1,1
1601,1,1/17/18,1/19/18,27,0,2,1,2
1601,1,1/17/18,1/21/18,10,0,2,1,4
1601,1,1/17/18,1/22/18,23,0,2,1,5
1601,1,1/17/18,1/23/18,18,0,2,1,6
1601,1,1/17/18,1/24/18,19,0,2,1,7
1610,1,1/17/18,1/15/18,5,0,1,0,-2
1610,1,1/17/18,1/16/18,17,0,1,0,-1
1610,1,1/17/18,1/17/18,8,0,2,1,0
1610,1,1/17/18,1/18/18,6,0,2,1,1
1610,1,1/17/18,1/19/18,18,0,2,1,2
1610,1,1/17/18,1/20/18,33,0,2,1,3
1610,1,1/17/18,1/21/18,28,0,2,1,4
1610,1,1/17/18,1/22/18,11,0,2,1,5
1610,1,1/17/18,1/23/18,17,0,2,1,6
1610,1,1/17/18,1/24/18,4,0,2,1,7
1620,0,1/17/18,1/16/18,27,0,1,0,-1
1620,0,1/17/18,1/17/18,9,0,0,1,0
1620,0,1/17/18,1/19/18,38,0,0,1,2
1620,0,1/17/18,1/21/18,20,0,0,1,4
1620,0,1/17/18,1/22/18,30,0,0,1,5
1620,0,1/17/18,1/24/18,24,0,0,1,7
1626,0,1/17/18,1/16/18,16,0,1,0,-1
1626,0,1/17/18,1/17/18,6,0,0,1,0
1626,0,1/17/18,1/20/18,6,0,0,1,3
1626,0,1/17/18,1/21/18,12,0,0,1,4
1626,0,1/17/18,1/22/18,15,0,0,1,5
1626,0,1/17/18,1/23/18,39,0,0,1,6
1626,0,1/17/18,1/24/18,9,0,0,1,7
1633,0,1/21/18,1/21/18,35,0,0,1,0
1633,0,1/21/18,1/22/18,5,0,0,1,1
1633,0,1/21/18,1/23/18,21,0,0,1,2
1633,0,1/21/18,1/24/18,11,0,0,1,3
1637,0,1/17/18,1/17/18,5,0,0,1,0
1637,0,1/17/18,1/20/18,5,0,0,1,3
1637,0,1/17/18,1/21/18,6,0,0,1,4
1637,0,1/17/18,1/23/18,3,0,0,1,6
1637,0,1/17/18,1/24/18,5,0,0,1,7
1642,1,1/18/18,1/18/18,2,0,2,1,0
1642,1,1/18/18,1/19/18,1,0,2,1,1
1642,1,1/18/18,1/22/18,5,0,2,1,4
1642,1,1/18/18,1/23/18,5,0,2,1,5
1646,1,1/16/18,1/14/18,30,0,1,0,-2
1646,1,1/16/18,1/15/18,21,0,1,0,-1
1646,1,1/16/18,1/16/18,23,0,2,1,0
1646,1,1/16/18,1/17/18,25,0,2,1,1
1646,1,1/16/18,1/18/18,24,0,2,1,2
1646,1,1/16/18,1/19/18,31,0,2,1,3
1646,1,1/16/18,1/20/18,33,0,2,1,4
1646,1,1/16/18,1/21/18,28,0,2,1,5
1646,1,1/16/18,1/22/18,4,0,2,1,6
1646,1,1/16/18,1/23/18,19,0,2,1,7
1646,1,1/16/18,1/24/18,32,0,2,1,8
1657,0,1/21/18,1/21/18,5,0,0,1,0
1657,0,1/21/18,1/24/18,0,0,0,1,3
1659,1,1/17/18,1/15/18,0,0,1,0,-2
1659,1,1/17/18,1/16/18,7,1.99,1,0,-1
1659,1,1/17/18,1/17/18,6,0,2,1,0
1659,1,1/17/18,1/18/18,22,0,2,1,1
1659,1,1/17/18,1/19/18,23,0,2,1,2
1659,1,1/17/18,1/20/18,23,0,2,1,3
1659,1,1/17/18,1/21/18,31,9.95,2,1,4
1659,1,1/17/18,1/22/18,10,1.99,2,1,5
1659,1,1/17/18,1/23/18,8,0,2,1,6
1659,1,1/17/18,1/24/18,13,0,2,1,7
1669,0,1/18/18,1/18/18,4,0,0,1,0
1669,0,1/18/18,1/19/18,10,0,0,1,1
1669,0,1/18/18,1/23/18,7,0,0,1,5
1669,0,1/18/18,1/24/18,6,0,0,1,6
1673,0,1/17/18,1/15/18,5,0,1,0,-2
1673,0,1/17/18,1/16/18,15,0,1,0,-1
1673,0,1/17/18,1/17/18,2,0,0,1,0
1673,0,1/17/18,1/19/18,11,0,0,1,2
1673,0,1/17/18,1/20/18,5,0,0,1,3
1673,0,1/17/18,1/23/18,5,0,0,1,6
1673,0,1/17/18,1/24/18,5,0,0,1,7
1680,0,1/17/18,1/16/18,10,0,1,0,-1
1680,0,1/17/18,1/17/18,6,0,0,1,0
1680,0,1/17/18,1/18/18,5,0,0,1,1
1680,0,1/17/18,1/20/18,5,0,0,1,3
1680,0,1/17/18,1/21/18,10,0,0,1,4
1680,0,1/17/18,1/22/18,0,0,0,1,5
1680,0,1/17/18,1/23/18,0,0,0,1,6
1680,0,1/17/18,1/24/18,6,0,0,1,7
1688,0,1/21/18,1/21/18,0,0,0,1,0
1689,1,1/17/18,1/15/18,10,0,1,0,-2
1689,1,1/17/18,1/16/18,11,0,1,0,-1
1689,1,1/17/18,1/17/18,13,0,2,1,0
1689,1,1/17/18,1/18/18,17,0,2,1,1
1689,1,1/17/18,1/19/18,8,0,2,1,2
1689,1,1/17/18,1/20/18,15,0,2,1,3
1689,1,1/17/18,1/21/18,31,0,2,1,4
1689,1,1/17/18,1/22/18,33,0,2,1,5
1689,1,1/17/18,1/23/18,12,0,2,1,6
1689,1,1/17/18,1/24/18,16,0,2,1,7
1699,0,1/17/18,1/15/18,3,0,1,0,-2
1699,0,1/17/18,1/16/18,1,0,1,0,-1
1699,0,1/17/18,1/17/18,0,0,0,1,0
1699,0,1/17/18,1/19/18,3,0,0,1,2
1699,0,1/17/18,1/20/18,10,0,0,1,3
1699,0,1/17/18,1/21/18,5,0,0,1,4
1699,0,1/17/18,1/23/18,1,0,0,1,6
1699,0,1/17/18,1/24/18,2,0,0,1,7
1707,1,1/17/18,1/15/18,11,0,1,0,-2
1707,1,1/17/18,1/16/18,23,0,1,0,-1
1707,1,1/17/18,1/17/18,5,0,2,1,0
1707,1,1/17/18,1/18/18,5,0,2,1,1
1707,1,1/17/18,1/19/18,15,0,2,1,2
1707,1,1/17/18,1/20/18,23,0,2,1,3
1707,1,1/17/18,1/21/18,28,0,2,1,4
1707,1,1/17/18,1/22/18,14,0,2,1,5
1707,1,1/17/18,1/23/18,23,0,2,1,6
1707,1,1/17/18,1/24/18,12,0,2,1,7
1717,1,1/20/18,1/20/18,0,0,2,1,0
1717,1,1/20/18,1/21/18,4,0,2,1,1
1717,1,1/20/18,1/24/18,0,0,2,1,4
1720,0,1/18/18,1/18/18,9,0,0,1,0
1720,0,1/18/18,1/20/18,6,0,0,1,2
1720,0,1/18/18,1/21/18,13,0,0,1,3
1720,0,1/18/18,1/22/18,18,0,0,1,4
1720,0,1/18/18,1/23/18,14,0,0,1,5
1720,0,1/18/18,1/24/18,21,0,0,1,6
1726,1,1/17/18,1/15/18,0,0,1,0,-2
1726,1,1/17/18,1/17/18,0,0,2,1,0
1726,1,1/17/18,1/20/18,3,0,2,1,3
1726,1,1/17/18,1/24/18,6,0,2,1,7
1730,0,1/17/18,1/16/18,4,0,1,0,-1
1730,0,1/17/18,1/17/18,8,0,0,1,0
1730,0,1/17/18,1/18/18,9,0,0,1,1
1730,0,1/17/18,1/19/18,12,0,0,1,2
1730,0,1/17/18,1/20/18,14,0,0,1,3
1730,0,1/17/18,1/21/18,17,0,0,1,4
1730,0,1/17/18,1/22/18,9,0,0,1,5
1730,0,1/17/18,1/23/18,8,0,0,1,6
1738,1,1/20/18,1/20/18,9,0,2,1,0
1738,1,1/20/18,1/21/18,14,0,2,1,1
1740,0,1/18/18,1/16/18,3,0,1,0,-2
1740,0,1/18/18,1/18/18,7,0,0,1,0
1740,0,1/18/18,1/20/18,4,0,0,1,2
1740,0,1/18/18,1/21/18,5,0,0,1,3
1744,0,1/17/18,1/15/18,14,0,1,0,-2
1744,0,1/17/18,1/16/18,16,0,1,0,-1
1744,0,1/17/18,1/17/18,19,0,0,1,0
1744,0,1/17/18,1/18/18,14,0,0,1,1
1744,0,1/17/18,1/19/18,14,0,0,1,2
1744,0,1/17/18,1/20/18,16,0,0,1,3
1744,0,1/17/18,1/21/18,13,0,0,1,4
1744,0,1/17/18,1/22/18,4,0,0,1,5
1744,0,1/17/18,1/23/18,0,0,0,1,6
1744,0,1/17/18,1/24/18,16,0,0,1,7
1754,1,1/17/18,1/15/18,15,0,1,0,-2
1754,1,1/17/18,1/16/18,29,0,1,0,-1
1754,1,1/17/18,1/17/18,22,0,2,1,0
1754,1,1/17/18,1/18/18,15,0,2,1,1
1754,1,1/17/18,1/19/18,24,0,2,1,2
1754,1,1/17/18,1/20/18,23,0,2,1,3
1754,1,1/17/18,1/21/18,16,0,2,1,4
1754,1,1/17/18,1/22/18,4,0,2,1,5
1754,1,1/17/18,1/23/18,0,0,2,1,6
1754,1,1/17/18,1/24/18,7,0,2,1,7
1764,0,1/18/18,1/16/18,7,0,1,0,-2
1764,0,1/18/18,1/17/18,3,0,1,0,-1
1764,0,1/18/18,1/18/18,8,0,0,1,0
1764,0,1/18/18,1/19/18,9,0,0,1,1
1764,0,1/18/18,1/20/18,15,0,0,1,2
1764,0,1/18/18,1/21/18,9,0,0,1,3
1764,0,1/18/18,1/22/18,4,0,0,1,4
1764,0,1/18/18,1/23/18,9,0,0,1,5
1764,0,1/18/18,1/24/18,8,0,0,1,6
1773,1,1/18/18,1/16/18,11,0,1,0,-2
1773,1,1/18/18,1/18/18,9,0,2,1,0
1773,1,1/18/18,1/19/18,14,0,2,1,1
1773,1,1/18/18,1/20/18,20,0,2,1,2
1773,1,1/18/18,1/21/18,20,0,2,1,3
1773,1,1/18/18,1/22/18,12,0,2,1,4
1773,1,1/18/18,1/23/18,20,0,2,1,5
1773,1,1/18/18,1/24/18,13,0,2,1,6
1781,0,1/19/18,1/19/18,5,0,0,1,0
1781,0,1/19/18,1/20/18,5,0,0,1,1
1781,0,1/19/18,1/21/18,5,0,0,1,2
1781,0,1/19/18,1/22/18,0,0,0,1,3
1781,0,1/19/18,1/24/18,5,0,0,1,5
1786,1,1/17/18,1/15/18,1,0,1,0,-2
1786,1,1/17/18,1/16/18,23,0,1,0,-1
1786,1,1/17/18,1/17/18,23,0,2,1,0
1786,1,1/17/18,1/18/18,7,0,2,1,1
1786,1,1/17/18,1/19/18,8,0,2,1,2
1786,1,1/17/18,1/20/18,14,0,2,1,3
1786,1,1/17/18,1/21/18,24,0,2,1,4
1786,1,1/17/18,1/22/18,5,0,2,1,5
1786,1,1/17/18,1/23/18,0,0,2,1,6
1786,1,1/17/18,1/24/18,5,0,2,1,7
1796,0,1/17/18,1/15/18,8,0,1,0,-2
1796,0,1/17/18,1/16/18,9,0,1,0,-1
1796,0,1/17/18,1/17/18,13,0,0,1,0
1796,0,1/17/18,1/18/18,10,0,0,1,1
1796,0,1/17/18,1/19/18,5,0,0,1,2
1796,0,1/17/18,1/20/18,6,0,0,1,3
1796,0,1/17/18,1/21/18,5,0,0,1,4
1796,0,1/17/18,1/22/18,10,0,0,1,5
1796,0,1/17/18,1/23/18,9,0,0,1,6
1796,0,1/17/18,1/24/18,11,0,0,1,7
1806,1,1/17/18,1/15/18,8,0,1,0,-2
1806,1,1/17/18,1/16/18,1,0,1,0,-1
1806,1,1/17/18,1/17/18,6,0,2,1,0
1806,1,1/17/18,1/18/18,8,0,2,1,1
1806,1,1/17/18,1/19/18,4,0,2,1,2
1806,1,1/17/18,1/20/18,5,0,2,1,3
1806,1,1/17/18,1/24/18,7,0,2,1,7
1813,0,1/17/18,1/16/18,6,0,1,0,-1
1813,0,1/17/18,1/17/18,5,0,0,1,0
1813,0,1/17/18,1/18/18,16,0,0,1,1
1813,0,1/17/18,1/19/18,20,0,0,1,2
1813,0,1/17/18,1/20/18,15,0,0,1,3
1813,0,1/17/18,1/21/18,11,0,0,1,4
1813,0,1/17/18,1/22/18,8,0,0,1,5
1813,0,1/17/18,1/24/18,0,0,0,1,7
1821,1,1/17/18,1/15/18,6,0,1,0,-2
1821,1,1/17/18,1/16/18,5,0,1,0,-1
1821,1,1/17/18,1/17/18,9,0,2,1,0
1821,1,1/17/18,1/18/18,8,0,2,1,1
1821,1,1/17/18,1/19/18,19,0,2,1,2
1821,1,1/17/18,1/20/18,12,0,2,1,3
1821,1,1/17/18,1/21/18,10,0,2,1,4
1821,1,1/17/18,1/22/18,3,0,2,1,5
1821,1,1/17/18,1/23/18,0,0,2,1,6
1821,1,1/17/18,1/24/18,0,0,2,1,7
1831,0,1/17/18,1/15/18,5,0,1,0,-2
1831,0,1/17/18,1/16/18,11,0,1,0,-1
1831,0,1/17/18,1/17/18,5,0,0,1,0
1831,0,1/17/18,1/19/18,6,0,0,1,2
1831,0,1/17/18,1/20/18,5,0,0,1,3
1831,0,1/17/18,1/21/18,10,0,0,1,4
1831,0,1/17/18,1/22/18,10,0,0,1,5
1831,0,1/17/18,1/24/18,5,0,0,1,7
1839,1,1/17/18,1/16/18,5,0,1,0,-1
1839,1,1/17/18,1/17/18,5,0,2,1,0
1839,1,1/17/18,1/19/18,7,1.99,2,1,2
1839,1,1/17/18,1/20/18,5,0,2,1,3
1839,1,1/17/18,1/21/18,10,1.99,2,1,4
1839,1,1/17/18,1/22/18,10,0,2,1,5
1839,1,1/17/18,1/24/18,5,0,2,1,7
1846,1,1/17/18,1/15/18,33,0,1,0,-2
1846,1,1/17/18,1/16/18,14,0,1,0,-1
1846,1,1/17/18,1/17/18,18,0,2,1,0
1846,1,1/17/18,1/18/18,13,0,2,1,1
1846,1,1/17/18,1/19/18,8,0,2,1,2
1846,1,1/17/18,1/20/18,3,0,2,1,3
1846,1,1/17/18,1/22/18,15,0,2,1,5
1846,1,1/17/18,1/23/18,0,0,2,1,6
1846,1,1/17/18,1/24/18,0,0,2,1,7
1855,0,1/17/18,1/15/18,10,0,1,0,-2
1855,0,1/17/18,1/16/18,8,0,1,0,-1
1855,0,1/17/18,1/17/18,8,0,0,1,0
1855,0,1/17/18,1/18/18,5,0,0,1,1
1855,0,1/17/18,1/19/18,5,0,0,1,2
1855,0,1/17/18,1/20/18,8,0,0,1,3
1855,0,1/17/18,1/21/18,8,0,0,1,4
1855,0,1/17/18,1/22/18,8,0,0,1,5
1855,0,1/17/18,1/23/18,5,0,0,1,6
1855,0,1/17/18,1/24/18,10,0,0,1,7
1865,0,1/21/18,1/21/18,4,0,0,1,0
1866,1,1/18/18,1/18/18,18,0,2,1,0
1867,1,1/17/18,1/15/18,6,0,1,0,-2
1867,1,1/17/18,1/16/18,6,0,1,0,-1
1867,1,1/17/18,1/17/18,7,0,2,1,0
1867,1,1/17/18,1/18/18,4,0,2,1,1
1867,1,1/17/18,1/19/18,7,0,2,1,2
1867,1,1/17/18,1/20/18,14,0,2,1,3
1867,1,1/17/18,1/23/18,5,0,2,1,6
1867,1,1/17/18,1/24/18,6,0,2,1,7
1875,1,1/19/18,1/19/18,14,0,2,1,0
1875,1,1/19/18,1/20/18,28,0,2,1,1
1877,0,1/17/18,1/15/18,8,0,1,0,-2
1877,0,1/17/18,1/16/18,11,0,1,0,-1
1877,0,1/17/18,1/17/18,6,0,0,1,0
1877,0,1/17/18,1/18/18,19,0,0,1,1
1877,0,1/17/18,1/19/18,3,0,0,1,2
1877,0,1/17/18,1/20/18,11,0,0,1,3
1877,0,1/17/18,1/21/18,2,0,0,1,4
1877,0,1/17/18,1/22/18,6,0,0,1,5
1877,0,1/17/18,1/23/18,1,0,0,1,6
1886,0,1/18/18,1/18/18,2,0,0,1,0
1886,0,1/18/18,1/19/18,1,0,0,1,1
1886,0,1/18/18,1/23/18,1,0,0,1,5
1886,0,1/18/18,1/24/18,1,0,0,1,6
1890,0,1/21/18,1/21/18,5,0,0,1,0
1890,0,1/21/18,1/22/18,30,0,0,1,1
1890,0,1/21/18,1/23/18,0,0,0,1,2
1893,1,1/19/18,1/17/18,6,0,1,0,-2
1893,1,1/19/18,1/19/18,6,0,2,1,0
1893,1,1/19/18,1/20/18,3,0,2,1,1
1893,1,1/19/18,1/21/18,10,0,2,1,2
1893,1,1/19/18,1/22/18,5,0,2,1,3
1898,1,1/17/18,1/15/18,7,0,1,0,-2
1898,1,1/17/18,1/16/18,8,0,1,0,-1
1898,1,1/17/18,1/17/18,8,0,2,1,0
1898,1,1/17/18,1/18/18,12,0,2,1,1
1898,1,1/17/18,1/19/18,16,0,2,1,2
1898,1,1/17/18,1/20/18,11,0,2,1,3
1898,1,1/17/18,1/21/18,20,0,2,1,4
1898,1,1/17/18,1/22/18,6,0,2,1,5
1898,1,1/17/18,1/23/18,16,0,2,1,6
1907,0,1/17/18,1/15/18,6,0,1,0,-2
1907,0,1/17/18,1/16/18,12,0,1,0,-1
1907,0,1/17/18,1/17/18,18,0,0,1,0
1907,0,1/17/18,1/18/18,10,0,0,1,1
1907,0,1/17/18,1/19/18,5,0,0,1,2
1907,0,1/17/18,1/20/18,13,0,0,1,3
1907,0,1/17/18,1/21/18,12,0,0,1,4
1907,0,1/17/18,1/22/18,1,0,0,1,5
1907,0,1/17/18,1/23/18,8,0,0,1,6
1907,0,1/17/18,1/24/18,6,0,0,1,7
1917,0,1/17/18,1/17/18,0,0,0,1,0
1917,0,1/17/18,1/19/18,19,0,0,1,2
1919,1,1/18/18,1/17/18,2,0,1,0,-1
1919,1,1/18/18,1/18/18,5,0,2,1,0
1919,1,1/18/18,1/20/18,5,0,2,1,2
1919,1,1/18/18,1/22/18,5,0,2,1,4
1923,0,1/18/18,1/16/18,10,0,1,0,-2
1923,0,1/18/18,1/18/18,10,0,0,1,0
1923,0,1/18/18,1/19/18,8,0,0,1,1
1923,0,1/18/18,1/20/18,15,0,0,1,2
1923,0,1/18/18,1/21/18,29,0,0,1,3
1923,0,1/18/18,1/22/18,13,0,0,1,4
1923,0,1/18/18,1/23/18,11,0,0,1,5
1923,0,1/18/18,1/24/18,1,0,0,1,6
1931,0,1/18/18,1/18/18,41,0,0,1,0
1931,0,1/18/18,1/19/18,20,0,0,1,1
1933,1,1/23/18,1/21/18,5,0,1,0,-2
1933,1,1/23/18,1/22/18,1,0,1,0,-1
1933,1,1/23/18,1/23/18,1,0,2,1,0
1936,0,1/23/18,1/23/18,1,0,0,1,0
1937,0,1/17/18,1/15/18,0,0,1,0,-2
1937,0,1/17/18,1/16/18,20,0,1,0,-1
1937,0,1/17/18,1/17/18,13,0,0,1,0
1937,0,1/17/18,1/18/18,21,0,0,1,1
1937,0,1/17/18,1/19/18,6,0,0,1,2
1937,0,1/17/18,1/20/18,15,0,0,1,3
1937,0,1/17/18,1/21/18,5,0,0,1,4
1937,0,1/17/18,1/22/18,24,0,0,1,5
1937,0,1/17/18,1/23/18,9,0,0,1,6
1937,0,1/17/18,1/24/18,9,0,0,1,7
1947,1,1/17/18,1/15/18,26,0,1,0,-2
1947,1,1/17/18,1/16/18,30,0,1,0,-1
1947,1,1/17/18,1/17/18,29,0,2,1,0
1947,1,1/17/18,1/18/18,12,0,2,1,1
1947,1,1/17/18,1/19/18,35,0,2,1,2
1947,1,1/17/18,1/20/18,5,0,2,1,3
1947,1,1/17/18,1/21/18,30,0,2,1,4
1947,1,1/17/18,1/22/18,9,0,2,1,5
1947,1,1/17/18,1/23/18,4,0,2,1,6
1947,1,1/17/18,1/24/18,1,0,2,1,7
1957,0,1/18/18,1/16/18,31,0,1,0,-2
1957,0,1/18/18,1/17/18,19,0,1,0,-1
1957,0,1/18/18,1/18/18,15,0,0,1,0
1957,0,1/18/18,1/19/18,25,0,0,1,1
1957,0,1/18/18,1/20/18,25,0,0,1,2
1957,0,1/18/18,1/21/18,13,0,0,1,3
1957,0,1/18/18,1/22/18,20,0,0,1,4
1957,0,1/18/18,1/23/18,5,0,0,1,5
1957,0,1/18/18,1/24/18,12,0,0,1,6
1966,0,1/24/18,1/24/18,50,0,0,1,0
1967,0,1/20/18,1/18/18,6,0,1,0,-2
1967,0,1/20/18,1/20/18,0,0,0,1,0
1969,1,1/17/18,1/16/18,0,0,1,0,-1
1969,1,1/17/18,1/17/18,8,0,2,1,0
1969,1,1/17/18,1/19/18,16,0,2,1,2
1969,1,1/17/18,1/20/18,7,0,2,1,3
1969,1,1/17/18,1/21/18,15,0,2,1,4
1969,1,1/17/18,1/23/18,8,0,2,1,6
1969,1,1/17/18,1/24/18,12,0,2,1,7
1976,1,1/17/18,1/16/18,3,0,1,0,-1
1976,1,1/17/18,1/17/18,2,0,2,1,0
1976,1,1/17/18,1/20/18,18,0,2,1,3
1976,1,1/17/18,1/21/18,12,0,2,1,4
1976,1,1/17/18,1/22/18,7,0,2,1,5
1976,1,1/17/18,1/23/18,2,0,2,1,6
1976,1,1/17/18,1/24/18,6,0,2,1,7
1983,0,1/17/18,1/15/18,45,0,1,0,-2
1983,0,1/17/18,1/16/18,11,0,1,0,-1
1983,0,1/17/18,1/17/18,15,0,0,1,0
1983,0,1/17/18,1/18/18,45,0,0,1,1
1983,0,1/17/18,1/19/18,34,0,0,1,2
1983,0,1/17/18,1/20/18,9,0,0,1,3
1983,0,1/17/18,1/21/18,22,0,0,1,4
1983,0,1/17/18,1/22/18,3,0,0,1,5
1983,0,1/17/18,1/24/18,6,0,0,1,7
1992,1,1/22/18,1/22/18,31,0,2,1,0
1992,1,1/22/18,1/23/18,2,0,2,1,1
1992,1,1/22/18,1/24/18,8,0,2,1,2
1995,0,1/20/18,1/18/18,21,0,1,0,-2
1995,0,1/20/18,1/19/18,5,0,1,0,-1
1995,0,1/20/18,1/20/18,5,0,0,1,0
1995,0,1/20/18,1/21/18,10,0,0,1,1
1995,0,1/20/18,1/22/18,15,0,0,1,2
1995,0,1/20/18,1/23/18,0,0,0,1,3
1995,0,1/20/18,1/24/18,0,0,0,1,4
2002,0,1/20/18,1/20/18,0,0,0,1,0
2003,1,1/17/18,1/15/18,6,0,1,0,-2
2003,1,1/17/18,1/16/18,1,0,1,0,-1
2003,1,1/17/18,1/17/18,24,0,2,1,0
2003,1,1/17/18,1/18/18,20,0,2,1,1
2003,1,1/17/18,1/22/18,20,0,2,1,5
2003,1,1/17/18,1/24/18,5,0,2,1,7
2009,1,1/19/18,1/19/18,1,0,2,1,0
2009,1,1/19/18,1/22/18,10,0,2,1,3
2009,1,1/19/18,1/23/18,5,0,2,1,4
2009,1,1/19/18,1/24/18,8,0,2,1,5
2013,1,1/18/18,1/18/18,6,0,2,1,0
2013,1,1/18/18,1/19/18,4,0,2,1,1
2013,1,1/18/18,1/20/18,15,0,2,1,2
2013,1,1/18/18,1/21/18,1,0,2,1,3
2013,1,1/18/18,1/22/18,3,0,2,1,4
2013,1,1/18/18,1/23/18,4,0,2,1,5
2013,1,1/18/18,1/24/18,14,0,2,1,6
2020,0,1/18/18,1/16/18,18,0,1,0,-2
2020,0,1/18/18,1/17/18,13,0,1,0,-1
2020,0,1/18/18,1/18/18,15,0,0,1,0
2020,0,1/18/18,1/19/18,13,0,0,1,1
2020,0,1/18/18,1/20/18,16,0,0,1,2
2020,0,1/18/18,1/21/18,14,0,0,1,3
2020,0,1/18/18,1/22/18,5,0,0,1,4
2020,0,1/18/18,1/23/18,0,1.99,0,1,5
2020,0,1/18/18,1/24/18,0,0,0,1,6
2029,1,1/20/18,1/20/18,32,0,2,1,0
2030,1,1/17/18,1/17/18,29,0,2,1,0
2030,1,1/17/18,1/18/18,24,0,2,1,1
2030,1,1/17/18,1/19/18,16,0,2,1,2
2030,1,1/17/18,1/20/18,18,0,2,1,3
2030,1,1/17/18,1/21/18,28,0,2,1,4
2030,1,1/17/18,1/22/18,17,0,2,1,5
2030,1,1/17/18,1/23/18,21,0,2,1,6
2030,1,1/17/18,1/24/18,16,0,2,1,7
2038,1,1/17/18,1/15/18,7,0,1,0,-2
2038,1,1/17/18,1/16/18,3,0,1,0,-1
2038,1,1/17/18,1/17/18,0,0,2,1,0
2038,1,1/17/18,1/19/18,7,0,2,1,2
2038,1,1/17/18,1/20/18,6,0,2,1,3
2038,1,1/17/18,1/22/18,6,0,2,1,5
2044,1,1/17/18,1/15/18,5,0,1,0,-2
2044,1,1/17/18,1/16/18,21,0,1,0,-1
2044,1,1/17/18,1/17/18,5,0,2,1,0
2044,1,1/17/18,1/18/18,4,0,2,1,1
2044,1,1/17/18,1/20/18,6,0,2,1,3
2044,1,1/17/18,1/21/18,7,0,2,1,4
2044,1,1/17/18,1/22/18,7,0,2,1,5
2044,1,1/17/18,1/23/18,6,0,2,1,6
2044,1,1/17/18,1/24/18,11,0,2,1,7
